Frame Rate:,23.9760239760
Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
65,00:00:02.711,0.5020370370370371,0.6042708333333333,0.0746875,0.8271527777777777
66,00:00:02.753,0.6173958333333334,0.5481076388888889,0.08512152777777778,1.2189583333333334
67,00:00:02.794,0.09561342592592592,0.07951388888888888,0.061753472222222223,0.14557291666666666
68,00:00:02.836,0.09531828703703704,0.08743055555555555,0.058923611111111114,0.13960069444444445
69,00:00:02.878,0.10135995370370371,0.08050347222222222,0.07256944444444445,0.15100694444444446
70,00:00:02.920,0.09518518518518519,0.0896875,0.05652777777777778,0.13934027777777777
71,00:00:02.961,0.10322337962962963,0.08883680555555555,0.062065972222222224,0.15876736111111112
72,00:00:03.003,0.11117476851851853,0.07678819444444444,0.07493055555555556,0.18180555555555555
73,00:00:03.045,0.09818865740740741,0.07237847222222223,0.06180555555555556,0.16038194444444445
74,00:00:03.086,1.5084259259259258,0.8800694444444445,2.79046875,0.8547395833333333
75,00:00:03.128,2.804403935185185,0.5051388888888889,5.913003472222222,1.9950694444444443
