,correlation,intersection,bhattacharyya
0,1.0,0.055580432865187594,2.8899240665515147
1,1.0,0.055580432865187594,2.8899240665515147
2,1.0,0.055580432865187594,2.8899240665515147
3,1.0,0.055580432865187594,2.8899240665515147
4,1.0,0.055580432865187594,2.8899240665515147
5,1.0,0.055580432865187594,2.8899240665515147
6,1.0,0.055580432865187594,2.8899240665515147
7,1.0,0.055580432865187594,2.8899240665515147
8,1.0,0.055580432865187594,2.8899240665515147
9,1.0,0.055580432865187594,2.8899240665515147
10,1.0,0.055580432865187594,2.8899240665515147
11,1.0,0.055580432865187594,2.8899240665515147
12,1.0,0.055580432865187594,2.8899240665515147
13,1.0,0.055580432865187594,2.8899240665515147
14,1.0,0.055580432865187594,2.8899240665515147
15,1.0,0.055580432865187594,2.8899240665515147
16,1.0,0.055580432865187594,2.8899240665515147
17,1.0,0.055580432865187594,2.8899240665515147
18,1.0,0.055580432865187594,2.8899240665515147
19,1.0,0.055580432865187594,2.8899240665515147
20,1.0,0.055580432865187594,2.8899240665515147
21,1.0,0.055580432865187594,2.8899240665515147
22,1.0,0.055580432865187594,2.8899240665515147
23,1.0,0.055580432865187594,2.8899240665515147
24,1.0,0.055580432865187594,2.8899240665515147
25,1.0,0.055580432865187594,2.8899240665515147
26,1.0,0.055580432865187594,2.8899240665515147
27,1.0,0.055580432865187594,2.8899240665515147
28,1.0,0.055580432865187594,2.8899240665515147
29,1.0,0.055580432865187594,2.8899240665515147
30,1.0,0.055580432865187594,2.8899240665515147
31,1.0,0.055580432865187594,2.8899240665515147
32,1.0,0.055580432865187594,2.8899240665515147
33,1.0,0.055580432865187594,2.8899240665515147
34,1.0,0.055580432865187594,2.8899240665515147
35,-6.030896024432e-08,0.0,inf
36,0.9999998290805652,0.055538819910894,2.8902975613353545
37,-6.065363088480817e-08,0.0,inf
38,0.9999993339174107,0.055214781645068614,2.895168277856176
39,0.9999995075315725,0.055204891029845195,2.895849836282595
40,0.9999998410740357,0.05519801584609234,2.8958454733498735
41,0.9999998001207454,0.05520103127756285,2.896196396113523
42,0.9999999600742362,0.05521110281867447,2.8957883997064204
43,0.9999998623557705,0.05519626689583941,2.8961753925269416
44,0.9999997324251074,0.05513595826642839,2.89687447580033
45,0.9999996112916519,0.05517166097503964,2.8965389601180247
46,0.9999995603087158,0.05514458240043411,2.8966735137846116
47,0.999999933178692,0.055149286473528195,2.896282480305837
48,0.9999996773810343,0.05514307468469887,2.8970060289141357
49,0.9999996869639368,0.05508180111721729,2.8972183331118773
50,0.9999997983188729,0.055112618826846316,2.897224203501963
51,0.9999997437357385,0.05505231019743531,2.8979362684954633
52,0.9999996837705314,0.0550445906928707,2.897995346310502
53,0.9999999608437892,0.0551449442522106,2.896133719337766
54,0.9999999604704902,0.05511961462785798,2.8964469375634203
55,0.9999998931089417,0.05507384037813505,2.8969180283827143
56,0.9999999066724794,0.05508475624005848,2.8970499238013407
57,0.9999997355880798,0.0549738486705716,2.898745969706995
58,0.9999995731264995,0.054959012747736485,2.898786167170177
59,0.9999999405874962,0.05501696934060042,2.8976101944242334
60,0.9999998891648565,0.05496377712945996,2.898268784109902
61,0.9999992299274135,0.05482024259146174,2.9010022001722224
62,0.9999998485936544,0.05491920905232512,2.8981644864554963
63,0.9999998703587676,0.05491148954776055,2.8986251065925766
64,0.9999989258395997,0.05468864916208693,2.902138137111937
65,0.999999596012797,0.0547996773488325,2.9004094893090504
66,0.9999998151394214,0.05477784562498578,2.8997628294775355
67,0.9999997411303287,0.05470945563923369,2.9013365465221863
68,0.9999997087477499,0.05462785806364057,2.901830097710116
69,0.9999998523153533,0.054646553738757944,2.901478995811262
70,0.9999984021520423,0.05437329533889675,2.9063970668042085
71,0.999998229890412,0.0543918703967553,2.906092262201293
72,0.9999997871397355,0.05449089716624809,2.902170588534582
73,0.9999994351607784,0.05433011436023838,2.9055571239154054
74,0.9999988767640235,0.05418603704457551,2.907218476802586
75,0.9999994889886425,0.05423820400901592,2.9042785024641877
76,0.9999988032957781,0.0540535389857594,2.9067360863036757
77,0.9999996661815982,0.054062102811135875,2.9064251309478
78,0.9999982798815303,0.05376074058996908,2.9109057785692865
79,0.9999992336319233,0.053747352074239765,2.9082746755342237
80,0.9999992158793805,0.05357746266518893,2.910449790829633
81,0.9999969228395528,0.05317200774965872,2.9173011535116906
82,0.9999989700214247,0.05324859970901073,2.9138155985410563
83,0.9999964196628942,0.0527602807366698,2.9212791293717832
84,0.9999990223292904,0.05307569486848929,2.913808640959636
85,0.99999798751321,0.05294096539038503,2.913442951912048
86,0.9999926796062719,0.05239155377645087,2.924634761474094
87,0.9999983316252387,0.052833676338662865,2.913667875552601
88,0.9999981934057129,0.052897905028985684,2.9135025991805987
89,0.9999980286886657,0.05261560033471273,2.9183287335676455
